"gene_id","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"IST1",392.794729575658,0.193134835003941,0.115273893706637,0.0867557928617934,0.194572475593028
"PKD1L3",9.80176581808246,0.815990977628302,0.364532398666341,0.00739524385087128,0.0297281126081305
"DHODH",31.8190954265578,-0.161674492901595,0.212506057844954,0.411172872419441,0.582075287312845
"TXNL4B",48.9472873696782,-0.10619349601719,0.179419165705201,0.534731123535226,0.689406151112028
"HP",11.0453225204012,0.179244004544101,0.45725934883563,0.534461493135853,0.68921149922364
"HPR",5.59710091388785,-0.166387759939496,0.454861986474396,0.50124873605672,0.662329188160105
"DHX38",155.307204942856,-0.0370669256874458,0.244179706580442,0.862368434657581,0.921812591662886
"PMFBP1",17.3972203991759,-1.4505619679492,0.58473040119975,0.00028245676434062,0.00210754107882283
"LINC01572",11.3712129488228,0.616995229253483,0.362376556288577,0.0366117689753208,0.102355734374952
"107984814",4.26559043900473,-0.409706028604673,0.375032422237171,0.176292212820656,0.324601756469445
"ZFHX3-AS1",17.114422568555,-0.495151437014748,0.269958278344325,0.0379985523278222,0.104969250188675
"ZFHX3",402.597815803782,-0.569655139694179,0.176554400418596,0.000596372830707719,0.00390268817371017
"PSMD7",245.023176720541,0.47884539926096,0.183945819486497,0.00543691362396291,0.0232047553366602
"PDPR2P",75.5086145315731,-0.12111275867333,0.212203043242253,0.545785590471643,0.698541819687596
"NPIPB15",42.6821354092575,0.110521793593646,0.266616997078137,0.636456147622735,0.76920736824448
"CLEC18B",4.25622445908658,0.211072705817011,0.422588921585511,0.48734408233404,0.651184067688276
"GLG1",1003.49568802199,-0.175240161067946,0.119003942422295,0.129409071795773,0.26028564605045
"RFWD3",146.980430270843,-0.040766974475777,0.215429978707697,0.831375411286099,0.901947410058949
"MLKL",75.520795006458,0.933271282439306,0.220175255634839,4.6336966769815e-06,6.69135750712648e-05
"FA2H",57.7975296455784,0.933127769365857,0.562971597535029,0.00748763099995676,0.0300267701560227
"WDR59",155.510653123026,-0.227520154434906,0.170158297856674,0.155065269635423,0.295783723830478
"ZNRF1",45.5599463715658,0.544459083535474,0.242873488784445,0.0129494548205559,0.0461614886093304
